               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 324,             0.04257,            0.015498,                   0,             0.86681,             0.88889,             0.92276,             0.48465,            0.038405,           0.0071497,                   0,           0.0036046,           0.0036046,           0.0036046
                 325,            0.043835,            0.014029,                   0,              0.9016,             0.89086,              0.9517,             0.49153,             0.03653,           0.0070648,                   0,           0.0035848,           0.0035848,           0.0035848
                 326,            0.042023,            0.016544,                   0,              0.9016,             0.89086,              0.9517,             0.49153,             0.03653,           0.0070648,                   0,            0.003565,            0.003565,            0.003565
                 327,            0.039959,            0.013657,                   0,              0.8882,             0.88278,             0.93919,             0.49602,            0.037946,           0.0070839,                   0,           0.0035452,           0.0035452,           0.0035452
                 328,            0.044013,              0.0144,                   0,              0.8882,             0.88278,             0.93919,             0.49602,            0.037946,           0.0070839,                   0,           0.0035254,           0.0035254,           0.0035254
                 329,            0.039358,            0.011767,                   0,             0.89965,             0.87163,             0.94449,             0.44978,            0.043095,            0.007267,                   0,           0.0035056,           0.0035056,           0.0035056
                 330,            0.047536,            0.016432,                   0,             0.89965,             0.87163,             0.94449,             0.44978,            0.043095,            0.007267,                   0,           0.0034858,           0.0034858,           0.0034858
                 331,            0.049566,            0.015916,                   0,             0.90275,              0.9025,             0.94395,             0.49637,            0.036196,           0.0070181,                   0,            0.003466,            0.003466,            0.003466
                 332,            0.042293,            0.018503,                   0,             0.90275,              0.9025,             0.94395,             0.49637,            0.036196,           0.0070181,                   0,           0.0034462,           0.0034462,           0.0034462
                 333,            0.040245,            0.013366,                   0,             0.90254,             0.90034,             0.93346,             0.49332,              0.0357,           0.0070124,                   0,           0.0034264,           0.0034264,           0.0034264
                 334,            0.043215,             0.01643,                   0,             0.90254,             0.90034,             0.93346,             0.49332,              0.0357,           0.0070124,                   0,           0.0034066,           0.0034066,           0.0034066
                 335,            0.041255,            0.017338,                   0,              0.9027,             0.90203,             0.94718,              0.4837,            0.035995,           0.0070276,                   0,           0.0033868,           0.0033868,           0.0033868
                 336,            0.039801,            0.012685,                   0,              0.9027,             0.90203,             0.94718,              0.4837,            0.035995,           0.0070276,                   0,            0.003367,            0.003367,            0.003367
                 337,            0.046889,            0.017122,                   0,             0.88917,             0.90278,             0.94193,              0.4759,            0.036556,           0.0070581,                   0,           0.0033472,           0.0033472,           0.0033472
                 338,             0.04773,            0.015236,                   0,             0.88917,             0.90278,             0.94193,              0.4759,            0.036556,           0.0070581,                   0,           0.0033274,           0.0033274,           0.0033274
                 339,            0.043371,            0.017021,                   0,             0.87649,             0.90278,             0.92251,             0.47212,            0.037821,           0.0071011,                   0,           0.0033076,           0.0033076,           0.0033076
                 340,            0.044842,            0.013141,                   0,             0.87649,             0.90278,             0.92251,             0.47212,            0.037821,           0.0071011,                   0,           0.0032878,           0.0032878,           0.0032878
                 341,            0.043922,            0.010693,                   0,             0.88709,             0.90278,              0.9491,             0.46134,            0.037568,           0.0070515,                   0,            0.003268,            0.003268,            0.003268
                 342,            0.040886,            0.014336,                   0,             0.88709,             0.90278,              0.9491,             0.46134,            0.037568,           0.0070515,                   0,           0.0032482,           0.0032482,           0.0032482
                 343,            0.047331,            0.017212,                   0,             0.89238,             0.90278,             0.94759,             0.48313,            0.037924,           0.0070124,                   0,           0.0032284,           0.0032284,           0.0032284
                 344,            0.044624,            0.014523,                   0,             0.89238,             0.90278,             0.94759,             0.48313,            0.037924,           0.0070124,                   0,           0.0032086,           0.0032086,           0.0032086
                 345,             0.04699,            0.013063,                   0,             0.89703,             0.90278,             0.93128,             0.49135,            0.037132,           0.0070152,                   0,           0.0031888,           0.0031888,           0.0031888
                 346,            0.039508,            0.014514,                   0,             0.89703,             0.90278,             0.93128,             0.49135,            0.037132,           0.0070152,                   0,            0.003169,            0.003169,            0.003169
                 347,            0.037384,           0.0097364,                   0,             0.87601,             0.88889,             0.92098,             0.48191,            0.036096,           0.0069809,                   0,           0.0031492,           0.0031492,           0.0031492
                 348,            0.040194,            0.011585,                   0,             0.87601,             0.88889,             0.92098,             0.48191,            0.036096,           0.0069809,                   0,           0.0031294,           0.0031294,           0.0031294
                 349,             0.03771,            0.014269,                   0,             0.88845,             0.88889,             0.91332,             0.49004,             0.03618,           0.0070095,                   0,           0.0031096,           0.0031096,           0.0031096
                 350,            0.043361,            0.012379,                   0,             0.88845,             0.88889,             0.91332,             0.49004,             0.03618,           0.0070095,                   0,           0.0030898,           0.0030898,           0.0030898
                 351,            0.035197,           0.0087015,                   0,             0.88595,             0.88889,              0.9143,             0.49334,            0.037421,            0.007019,                   0,             0.00307,             0.00307,             0.00307
                 352,            0.040516,            0.012374,                   0,             0.88595,             0.88889,              0.9143,             0.49334,            0.037421,            0.007019,                   0,           0.0030502,           0.0030502,           0.0030502
                 353,            0.037987,            0.016362,                   0,              0.9023,             0.88889,             0.94159,             0.52062,            0.034945,           0.0069237,                   0,           0.0030304,           0.0030304,           0.0030304
                 354,            0.039406,            0.012718,                   0,              0.9023,             0.88889,             0.94159,             0.52062,            0.034945,           0.0069237,                   0,           0.0030106,           0.0030106,           0.0030106
                 355,            0.038217,            0.014101,                   0,             0.92204,             0.88889,             0.94185,             0.53328,            0.034774,           0.0069027,                   0,           0.0029908,           0.0029908,           0.0029908
                 356,            0.038067,            0.012681,                   0,             0.92204,             0.88889,             0.94185,             0.53328,            0.034774,           0.0069027,                   0,            0.002971,            0.002971,            0.002971
                 357,            0.040066,            0.016783,                   0,             0.90316,             0.88889,              0.9468,             0.52317,            0.034498,           0.0068865,                   0,           0.0029512,           0.0029512,           0.0029512
                 358,            0.040453,            0.015702,                   0,             0.90316,             0.88889,              0.9468,             0.52317,            0.034498,           0.0068865,                   0,           0.0029314,           0.0029314,           0.0029314
                 359,            0.036257,            0.012681,                   0,             0.89002,             0.88889,               0.939,              0.4984,            0.034541,           0.0068855,                   0,           0.0029116,           0.0029116,           0.0029116
                 360,            0.041835,            0.014659,                   0,             0.89002,             0.88889,               0.939,              0.4984,            0.034541,           0.0068855,                   0,           0.0028918,           0.0028918,           0.0028918
                 361,            0.040496,            0.012202,                   0,             0.90037,             0.88889,             0.92318,             0.48737,            0.036494,           0.0069456,                   0,            0.002872,            0.002872,            0.002872
                 362,            0.038789,           0.0096356,                   0,             0.90037,             0.88889,             0.92318,             0.48737,            0.036494,           0.0069456,                   0,           0.0028522,           0.0028522,           0.0028522
                 363,            0.037977,            0.013505,                   0,             0.91081,             0.88889,              0.9386,             0.51434,            0.034483,           0.0068703,                   0,           0.0028324,           0.0028324,           0.0028324
                 364,            0.042742,            0.018401,                   0,             0.91081,             0.88889,              0.9386,             0.51434,            0.034483,           0.0068703,                   0,           0.0028126,           0.0028126,           0.0028126
                 365,            0.038554,            0.014527,                   0,             0.94032,             0.90278,             0.95608,             0.52379,            0.033929,           0.0068302,                   0,           0.0027928,           0.0027928,           0.0027928
                 366,            0.043013,            0.012588,                   0,             0.94032,             0.90278,             0.95608,             0.52379,            0.033929,           0.0068302,                   0,            0.002773,            0.002773,            0.002773
                 367,            0.036827,           0.0097111,                   0,             0.92513,             0.88889,             0.92568,             0.50645,            0.035489,           0.0068684,                   0,           0.0027532,           0.0027532,           0.0027532
                 368,            0.040053,            0.015145,                   0,             0.92513,             0.88889,             0.92568,             0.50645,            0.035489,           0.0068684,                   0,           0.0027334,           0.0027334,           0.0027334
                 369,            0.040452,             0.01327,                   0,             0.92714,             0.88371,             0.92873,             0.51888,            0.034444,           0.0068083,                   0,           0.0027136,           0.0027136,           0.0027136
                 370,            0.044589,            0.015502,                   0,             0.92714,             0.88371,             0.92873,             0.51888,            0.034444,           0.0068083,                   0,           0.0026938,           0.0026938,           0.0026938
                 371,            0.040116,            0.012349,                   0,             0.92697,             0.88157,             0.95557,             0.50457,            0.034372,            0.006815,                   0,            0.002674,            0.002674,            0.002674
                 372,            0.040579,            0.013336,                   0,             0.92697,             0.88157,             0.95557,             0.50457,            0.034372,            0.006815,                   0,           0.0026542,           0.0026542,           0.0026542
                 373,            0.046376,            0.012426,                   0,              0.9122,             0.86582,             0.92833,             0.51188,              0.0361,           0.0068808,                   0,           0.0026344,           0.0026344,           0.0026344
                 374,            0.039394,            0.011973,                   0,              0.9122,             0.86582,             0.92833,             0.51188,              0.0361,           0.0068808,                   0,           0.0026146,           0.0026146,           0.0026146
                 375,            0.039099,            0.013204,                   0,             0.92689,             0.88044,             0.94712,             0.51877,            0.034036,           0.0067863,                   0,           0.0025948,           0.0025948,           0.0025948
                 376,            0.038086,            0.012159,                   0,             0.92689,             0.88044,             0.94712,             0.51877,            0.034036,           0.0067863,                   0,            0.002575,            0.002575,            0.002575
                 377,            0.037487,             0.01306,                   0,             0.92769,               0.891,             0.95016,             0.51323,            0.034026,           0.0068035,                   0,           0.0025552,           0.0025552,           0.0025552
                 378,            0.042081,            0.011906,                   0,             0.92769,               0.891,             0.95016,             0.51323,            0.034026,           0.0068035,                   0,           0.0025354,           0.0025354,           0.0025354
                 379,            0.038972,            0.012763,                   0,             0.92279,             0.88889,             0.93326,             0.49389,            0.034479,           0.0067892,                   0,           0.0025156,           0.0025156,           0.0025156
                 380,            0.035486,             0.01129,                   0,             0.92279,             0.88889,             0.93326,             0.49389,            0.034479,           0.0067892,                   0,           0.0024958,           0.0024958,           0.0024958
                 381,            0.036055,            0.014592,                   0,              0.9094,             0.88889,              0.9313,             0.50361,            0.035995,            0.006855,                   0,            0.002476,            0.002476,            0.002476
                 382,            0.034542,            0.012074,                   0,              0.9094,             0.88889,              0.9313,             0.50361,            0.035995,            0.006855,                   0,           0.0024562,           0.0024562,           0.0024562
                 383,            0.042304,            0.010648,                   0,             0.89002,             0.89919,             0.93126,             0.50218,            0.034411,            0.006773,                   0,           0.0024364,           0.0024364,           0.0024364
                 384,            0.039488,            0.010951,                   0,             0.89002,             0.89919,             0.93126,             0.50218,            0.034411,            0.006773,                   0,           0.0024166,           0.0024166,           0.0024166
                 385,            0.042841,            0.012958,                   0,             0.89237,             0.88889,             0.94376,             0.50851,            0.033771,           0.0067701,                   0,           0.0023968,           0.0023968,           0.0023968
                 386,            0.036046,            0.011619,                   0,             0.89237,             0.88889,             0.94376,             0.50851,            0.033771,           0.0067701,                   0,            0.002377,            0.002377,            0.002377
                 387,            0.033061,            0.010176,                   0,             0.86886,             0.92024,             0.94397,             0.51761,            0.033723,            0.006752,                   0,           0.0023572,           0.0023572,           0.0023572
                 388,             0.04028,            0.010703,                   0,             0.86886,             0.92024,             0.94397,             0.51761,            0.033723,            0.006752,                   0,           0.0023374,           0.0023374,           0.0023374
                 389,            0.037683,            0.014639,                   0,             0.88958,             0.89516,             0.95178,             0.48849,            0.035711,           0.0068054,                   0,           0.0023176,           0.0023176,           0.0023176
                 390,             0.04068,            0.013239,                   0,             0.88958,             0.89516,             0.95178,             0.48849,            0.035711,           0.0068054,                   0,           0.0022978,           0.0022978,           0.0022978
                 391,            0.036804,            0.013783,                   0,              0.9138,             0.90278,             0.94907,             0.51146,            0.033093,           0.0067062,                   0,            0.002278,            0.002278,            0.002278
                 392,            0.035073,            0.014455,                   0,              0.9138,             0.90278,             0.94907,             0.51146,            0.033093,           0.0067062,                   0,           0.0022582,           0.0022582,           0.0022582
                 393,            0.038574,             0.01248,                   0,             0.91289,             0.88889,             0.95367,             0.52136,            0.034209,           0.0067635,                   0,           0.0022384,           0.0022384,           0.0022384
                 394,            0.042185,            0.015336,                   0,             0.91289,             0.88889,             0.95367,             0.52136,            0.034209,           0.0067635,                   0,           0.0022186,           0.0022186,           0.0022186
                 395,            0.037917,            0.011754,                   0,             0.91454,             0.89176,             0.94794,             0.51898,            0.033018,           0.0066824,                   0,           0.0021988,           0.0021988,           0.0021988
                 396,            0.041386,            0.012187,                   0,             0.91454,             0.89176,             0.94794,             0.51898,            0.033018,           0.0066824,                   0,            0.002179,            0.002179,            0.002179
                 397,            0.036373,            0.011711,                   0,             0.90288,             0.90383,             0.95148,             0.52618,            0.033604,            0.006732,                   0,           0.0021592,           0.0021592,           0.0021592
                 398,            0.036609,            0.013608,                   0,             0.90288,             0.90383,             0.95148,             0.52618,            0.033604,            0.006732,                   0,           0.0021394,           0.0021394,           0.0021394
                 399,            0.037738,            0.010584,                   0,             0.89563,             0.91667,             0.95808,              0.5464,            0.033184,           0.0066776,                   0,           0.0021196,           0.0021196,           0.0021196
                 400,            0.038252,            0.012442,                   0,             0.89563,             0.91667,             0.95808,              0.5464,            0.033184,           0.0066776,                   0,           0.0020998,           0.0020998,           0.0020998
                 401,            0.038981,            0.013495,                   0,             0.88174,             0.90278,             0.94576,             0.52617,            0.033263,             0.00667,                   0,             0.00208,             0.00208,             0.00208
                 402,            0.040415,            0.012564,                   0,             0.88174,             0.90278,             0.94576,             0.52617,            0.033263,             0.00667,                   0,           0.0020602,           0.0020602,           0.0020602
                 403,            0.037968,            0.014332,                   0,             0.90994,             0.90278,              0.9496,              0.5348,            0.032833,           0.0066786,                   0,           0.0020404,           0.0020404,           0.0020404
                 404,            0.041575,            0.014924,                   0,             0.90994,             0.90278,              0.9496,              0.5348,            0.032833,           0.0066786,                   0,           0.0020206,           0.0020206,           0.0020206
                 405,            0.038438,            0.014817,                   0,             0.91491,             0.89612,             0.93848,             0.53616,            0.033561,           0.0066986,                   0,           0.0020008,           0.0020008,           0.0020008
                 406,             0.03975,            0.011302,                   0,             0.91491,             0.89612,             0.93848,             0.53616,            0.033561,           0.0066986,                   0,            0.001981,            0.001981,            0.001981
                 407,            0.040083,            0.012243,                   0,             0.92807,             0.89602,             0.94867,             0.53816,            0.032781,           0.0066566,                   0,           0.0019612,           0.0019612,           0.0019612
                 408,            0.032422,            0.013702,                   0,             0.92807,             0.89602,             0.94867,             0.53816,            0.032781,           0.0066566,                   0,           0.0019414,           0.0019414,           0.0019414
                 409,            0.034655,            0.013179,                   0,              0.8992,             0.86732,             0.92782,               0.526,            0.033256,             0.00667,                   0,           0.0019216,           0.0019216,           0.0019216
                 410,            0.038624,            0.012669,                   0,              0.8992,             0.86732,             0.92782,               0.526,            0.033256,             0.00667,                   0,           0.0019018,           0.0019018,           0.0019018
                 411,            0.036146,            0.015915,                   0,             0.92619,               0.875,             0.92968,             0.52493,            0.033848,           0.0066643,                   0,            0.001882,            0.001882,            0.001882
                 412,            0.043765,            0.010151,                   0,             0.92619,               0.875,             0.92968,             0.52493,            0.033848,           0.0066643,                   0,           0.0018622,           0.0018622,           0.0018622
                 413,            0.040285,             0.01228,                   0,             0.90436,             0.88889,             0.94478,             0.54655,            0.033358,           0.0066366,                   0,           0.0018424,           0.0018424,           0.0018424
                 414,            0.038453,            0.014162,                   0,             0.90436,             0.88889,             0.94478,             0.54655,            0.033358,           0.0066366,                   0,           0.0018226,           0.0018226,           0.0018226
                 415,            0.035778,            0.012194,                   0,             0.92678,             0.87905,             0.94935,             0.55102,            0.032907,           0.0066261,                   0,           0.0018028,           0.0018028,           0.0018028
                 416,            0.038943,            0.012286,                   0,             0.92678,             0.87905,             0.94935,             0.55102,            0.032907,           0.0066261,                   0,            0.001783,            0.001783,            0.001783
                 417,            0.042211,            0.010938,                   0,             0.86915,             0.93056,              0.9429,             0.53718,            0.033603,           0.0066376,                   0,           0.0017632,           0.0017632,           0.0017632
                 418,              0.0367,            0.012729,                   0,             0.86915,             0.93056,              0.9429,             0.53718,            0.033603,           0.0066376,                   0,           0.0017434,           0.0017434,           0.0017434
                 419,            0.039016,             0.01146,                   0,             0.93256,               0.875,             0.92957,             0.53088,            0.033707,            0.006628,                   0,           0.0017236,           0.0017236,           0.0017236
                 420,            0.032275,            0.012032,                   0,             0.93256,               0.875,             0.92957,             0.53088,            0.033707,            0.006628,                   0,           0.0017038,           0.0017038,           0.0017038
                 421,            0.036582,             0.01393,                   0,             0.92733,             0.88619,             0.93176,             0.53401,            0.033402,            0.006628,                   0,            0.001684,            0.001684,            0.001684
                 422,            0.036581,            0.012734,                   0,             0.92733,             0.88619,             0.93176,             0.53401,            0.033402,            0.006628,                   0,           0.0016642,           0.0016642,           0.0016642
                 423,            0.038561,            0.011249,                   0,             0.90143,             0.86111,             0.92939,             0.55565,            0.032294,           0.0065823,                   0,           0.0016444,           0.0016444,           0.0016444
                 424,            0.036616,            0.010517,                   0,             0.90143,             0.86111,             0.92939,             0.55565,            0.032294,           0.0065823,                   0,           0.0016246,           0.0016246,           0.0016246
                 425,            0.039283,            0.014098,                   0,             0.90213,             0.88889,             0.92125,             0.53934,            0.032691,           0.0066004,                   0,           0.0016048,           0.0016048,           0.0016048
                 426,            0.038271,            0.013795,                   0,             0.90213,             0.88889,             0.92125,             0.53934,            0.032691,           0.0066004,                   0,            0.001585,            0.001585,            0.001585
                 427,            0.032394,            0.012737,                   0,             0.89983,             0.87339,             0.92648,             0.54848,            0.032864,           0.0066061,                   0,           0.0015652,           0.0015652,           0.0015652
                 428,            0.035627,            0.011804,                   0,             0.89983,             0.87339,             0.92648,             0.54848,            0.032864,           0.0066061,                   0,           0.0015454,           0.0015454,           0.0015454
                 429,            0.040396,            0.010767,                   0,             0.89972,             0.87233,             0.92682,             0.54494,            0.032693,           0.0065718,                   0,           0.0015256,           0.0015256,           0.0015256
                 430,            0.037975,            0.013578,                   0,             0.89972,             0.87233,             0.92682,             0.54494,            0.032693,           0.0065718,                   0,           0.0015058,           0.0015058,           0.0015058
                 431,            0.040847,            0.013997,                   0,             0.92723,             0.88485,               0.934,             0.54661,            0.032768,            0.006567,                   0,            0.001486,            0.001486,            0.001486
                 432,            0.039277,            0.012852,                   0,             0.92723,             0.88485,               0.934,             0.54661,            0.032768,            0.006567,                   0,           0.0014662,           0.0014662,           0.0014662
                 433,            0.038458,            0.010336,                   0,             0.92777,             0.89206,             0.93311,             0.54029,            0.033164,           0.0065918,                   0,           0.0014464,           0.0014464,           0.0014464
                 434,            0.038635,            0.014165,                   0,             0.92777,             0.89206,             0.93311,             0.54029,            0.033164,           0.0065918,                   0,           0.0014266,           0.0014266,           0.0014266
                 435,            0.036405,            0.010365,                   0,             0.92716,             0.88399,             0.94663,             0.54859,            0.033137,           0.0066109,                   0,           0.0014068,           0.0014068,           0.0014068
                 436,            0.037476,            0.013243,                   0,             0.92716,             0.88399,             0.94663,             0.54859,            0.033137,           0.0066109,                   0,            0.001387,            0.001387,            0.001387
                 437,            0.034237,             0.01178,                   0,              0.9155,              0.9029,             0.95151,             0.54834,            0.032352,           0.0065708,                   0,           0.0013672,           0.0013672,           0.0013672
                 438,            0.037148,            0.013082,                   0,              0.9155,              0.9029,             0.95151,             0.54834,            0.032352,           0.0065708,                   0,           0.0013474,           0.0013474,           0.0013474
                 439,            0.039422,            0.013155,                   0,             0.90323,             0.90751,             0.95013,              0.5529,            0.031883,           0.0065441,                   0,           0.0013276,           0.0013276,           0.0013276
                 440,            0.036946,             0.01156,                   0,             0.90323,             0.90751,             0.95013,              0.5529,            0.031883,           0.0065441,                   0,           0.0013078,           0.0013078,           0.0013078
                 441,            0.031817,            0.010838,                   0,             0.92743,             0.88754,             0.94324,             0.54835,            0.032856,           0.0066032,                   0,            0.001288,            0.001288,            0.001288
                 442,             0.04284,            0.012147,                   0,             0.92743,             0.88754,             0.94324,             0.54835,            0.032856,           0.0066032,                   0,           0.0012682,           0.0012682,           0.0012682
                 443,            0.036941,            0.010137,                   0,             0.92151,             0.88889,             0.93183,             0.54176,            0.032705,           0.0065937,                   0,           0.0012484,           0.0012484,           0.0012484
                 444,            0.038932,            0.011109,                   0,             0.92151,             0.88889,             0.93183,             0.54176,            0.032705,           0.0065937,                   0,           0.0012286,           0.0012286,           0.0012286
                 445,            0.034393,            0.010406,                   0,             0.92865,               0.875,             0.93148,             0.54166,            0.032299,           0.0065908,                   0,           0.0012088,           0.0012088,           0.0012088
                 446,            0.036767,            0.013471,                   0,             0.92865,               0.875,             0.93148,             0.54166,            0.032299,           0.0065908,                   0,            0.001189,            0.001189,            0.001189
                 447,            0.041703,            0.014184,                   0,             0.92047,             0.88889,              0.9331,             0.54555,            0.032111,           0.0065737,                   0,           0.0011692,           0.0011692,           0.0011692
                 448,             0.03531,            0.010859,                   0,             0.92047,             0.88889,              0.9331,             0.54555,            0.032111,           0.0065737,                   0,           0.0011494,           0.0011494,           0.0011494
                 449,            0.033575,            0.010192,                   0,             0.92182,             0.88889,             0.93029,             0.55574,            0.031857,           0.0065594,                   0,           0.0011296,           0.0011296,           0.0011296
                 450,            0.035573,            0.011249,                   0,             0.92182,             0.88889,             0.93029,             0.55574,            0.031857,           0.0065594,                   0,           0.0011098,           0.0011098,           0.0011098
                 451,            0.032533,           0.0097609,                   0,             0.92236,             0.88889,              0.9299,             0.54416,            0.032473,           0.0066051,                   0,             0.00109,             0.00109,             0.00109
                 452,            0.037407,           0.0095528,                   0,             0.92236,             0.88889,              0.9299,             0.54416,            0.032473,           0.0066051,                   0,           0.0010702,           0.0010702,           0.0010702
                 453,            0.033176,            0.011523,                   0,             0.92426,             0.88889,             0.93197,             0.55585,            0.032153,            0.006568,                   0,           0.0010504,           0.0010504,           0.0010504
                 454,            0.037393,            0.012791,                   0,             0.92426,             0.88889,             0.93197,             0.55585,            0.032153,            0.006568,                   0,           0.0010306,           0.0010306,           0.0010306
                 455,            0.035588,            0.010648,                   0,             0.93145,             0.88889,             0.93157,             0.55471,            0.031821,           0.0065536,                   0,           0.0010108,           0.0010108,           0.0010108
                 456,            0.038659,            0.014761,                   0,             0.93145,             0.88889,             0.93157,             0.55471,            0.031821,           0.0065536,                   0,            0.000991,            0.000991,            0.000991
                 457,            0.034415,            0.014934,                   0,             0.93268,             0.88889,               0.942,             0.55499,            0.031681,           0.0065527,                   0,           0.0009712,           0.0009712,           0.0009712
                 458,             0.03674,            0.012503,                   0,             0.93268,             0.88889,               0.942,             0.55499,            0.031681,           0.0065527,                   0,           0.0009514,           0.0009514,           0.0009514
                 459,            0.035931,            0.012025,                   0,             0.93276,             0.88889,             0.92514,             0.53367,            0.031816,           0.0065517,                   0,           0.0009316,           0.0009316,           0.0009316
                 460,            0.033962,            0.014499,                   0,             0.93276,             0.88889,             0.92514,             0.53367,            0.031816,           0.0065517,                   0,           0.0009118,           0.0009118,           0.0009118
                 461,            0.040634,            0.012149,                   0,             0.91914,               0.875,               0.921,             0.54419,            0.032268,           0.0065823,                   0,            0.000892,            0.000892,            0.000892
                 462,            0.042115,            0.015891,                   0,             0.91914,               0.875,               0.921,             0.54419,            0.032268,           0.0065823,                   0,           0.0008722,           0.0008722,           0.0008722
                 463,            0.030193,           0.0087954,                   0,             0.93199,             0.88889,             0.92996,             0.55274,            0.032333,           0.0065956,                   0,           0.0008524,           0.0008524,           0.0008524
                 464,            0.038828,            0.010534,                   0,             0.93199,             0.88889,             0.92996,             0.55274,            0.032333,           0.0065956,                   0,           0.0008326,           0.0008326,           0.0008326
                 465,            0.034928,            0.012808,                   0,             0.93255,             0.88889,             0.93456,             0.55211,               0.032,           0.0065832,                   0,           0.0008128,           0.0008128,           0.0008128
                 466,            0.035167,            0.012223,                   0,             0.93255,             0.88889,             0.93456,             0.55211,               0.032,           0.0065832,                   0,            0.000793,            0.000793,            0.000793
                 467,            0.036885,             0.01163,                   0,             0.91893,             0.88889,             0.92789,              0.5478,            0.031856,            0.006566,                   0,           0.0007732,           0.0007732,           0.0007732
                 468,            0.039115,            0.010718,                   0,             0.91893,             0.88889,             0.92789,              0.5478,            0.031856,            0.006566,                   0,           0.0007534,           0.0007534,           0.0007534
                 469,            0.037488,             0.01385,                   0,             0.95071,             0.88889,              0.9307,             0.55184,            0.032198,           0.0065641,                   0,           0.0007336,           0.0007336,           0.0007336
                 470,            0.038214,            0.012443,                   0,             0.95071,             0.88889,              0.9307,             0.55184,            0.032198,           0.0065641,                   0,           0.0007138,           0.0007138,           0.0007138
                 471,              0.0368,            0.012655,                   0,             0.94117,             0.88874,             0.94071,             0.55591,            0.032345,           0.0065737,                   0,            0.000694,            0.000694,            0.000694
                 472,            0.037896,            0.017313,                   0,             0.94117,             0.88874,             0.94071,             0.55591,            0.032345,           0.0065737,                   0,           0.0006742,           0.0006742,           0.0006742
                 473,            0.033238,           0.0084057,                   0,              0.9476,             0.88889,             0.93282,              0.5583,            0.031822,            0.006568,                   0,           0.0006544,           0.0006544,           0.0006544
                 474,            0.033048,             0.01257,                   0,              0.9476,             0.88889,             0.93282,              0.5583,            0.031822,            0.006568,                   0,           0.0006346,           0.0006346,           0.0006346
                 475,            0.034947,            0.011039,                   0,             0.94531,             0.88889,             0.94669,             0.54666,            0.031972,           0.0065842,                   0,           0.0006148,           0.0006148,           0.0006148
                 476,            0.033858,            0.011095,                   0,             0.94531,             0.88889,             0.94669,             0.54666,            0.031972,           0.0065842,                   0,            0.000595,            0.000595,            0.000595
                 477,            0.038835,            0.011265,                   0,             0.93628,             0.88889,             0.93387,             0.55104,            0.031811,           0.0065727,                   0,           0.0005752,           0.0005752,           0.0005752
                 478,            0.035146,            0.012228,                   0,             0.93628,             0.88889,             0.93387,             0.55104,            0.031811,           0.0065727,                   0,           0.0005554,           0.0005554,           0.0005554
                 479,              0.0355,            0.011416,                   0,             0.93811,             0.88889,             0.94508,             0.55852,            0.031452,           0.0065536,                   0,           0.0005356,           0.0005356,           0.0005356
                 480,            0.035703,            0.013772,                   0,             0.93811,             0.88889,             0.94508,             0.55852,            0.031452,           0.0065536,                   0,           0.0005158,           0.0005158,           0.0005158
                 481,            0.038253,            0.013824,                   0,             0.94231,             0.88889,             0.93352,             0.56373,            0.031299,           0.0065536,                   0,            0.000496,            0.000496,            0.000496
                 482,             0.03586,            0.011172,                   0,             0.94231,             0.88889,             0.93352,             0.56373,            0.031299,           0.0065536,                   0,           0.0004762,           0.0004762,           0.0004762
                 483,            0.036211,            0.010698,                   0,             0.94676,             0.88889,             0.93448,             0.56033,             0.03142,           0.0065536,                   0,           0.0004564,           0.0004564,           0.0004564
                 484,            0.031976,           0.0090447,                   0,             0.94676,             0.88889,             0.93448,             0.56033,             0.03142,           0.0065536,                   0,           0.0004366,           0.0004366,           0.0004366
                 485,            0.036441,            0.016026,                   0,             0.94509,             0.88889,             0.93442,              0.5643,            0.031537,           0.0065479,                   0,           0.0004168,           0.0004168,           0.0004168
                 486,             0.03688,            0.012899,                   0,             0.94509,             0.88889,             0.93442,              0.5643,            0.031537,           0.0065479,                   0,            0.000397,            0.000397,            0.000397
                 487,             0.02835,            0.010596,                   0,             0.94707,             0.88889,             0.93487,             0.56033,            0.031567,           0.0065403,                   0,           0.0003772,           0.0003772,           0.0003772
                 488,            0.036379,           0.0094249,                   0,             0.94707,             0.88889,             0.93487,             0.56033,            0.031567,           0.0065403,                   0,           0.0003574,           0.0003574,           0.0003574
                 489,            0.033502,            0.013005,                   0,             0.93374,             0.88889,             0.93276,             0.55604,            0.031596,           0.0065384,                   0,           0.0003376,           0.0003376,           0.0003376
                 490,            0.034365,            0.012085,                   0,             0.93374,             0.88889,             0.93276,             0.55604,            0.031596,           0.0065384,                   0,           0.0003178,           0.0003178,           0.0003178
                 491,            0.033104,             0.01412,                   0,             0.93297,             0.88889,             0.93293,             0.54877,            0.031723,           0.0065413,                   0,            0.000298,            0.000298,            0.000298
                 492,             0.03331,            0.011315,                   0,             0.93297,             0.88889,             0.93293,             0.54877,            0.031723,           0.0065413,                   0,           0.0002782,           0.0002782,           0.0002782
                 493,            0.039805,            0.013538,                   0,             0.94154,             0.88889,             0.93332,             0.54983,            0.031776,           0.0065413,                   0,           0.0002584,           0.0002584,           0.0002584
